"","Plant.Id","Plant.Name","State","Net.Gen","Physical_Unit","Total_Fuel_Consumption","FuelType","Lat","Lon"
"7061",54099,"Ticonderoga Mill","NY",100563,"short tons","202,267","RFO",43.89,-73.4
"7062",54099,"Ticonderoga Mill","NY",51570,"mcf","977,854","RFO",43.89,-73.4
"7063",54099,"Ticonderoga Mill","NY",0,"mcf","0","RFO",43.89,-73.4
"7064",54099,"Ticonderoga Mill","NY",0,"mcf","0","RFO",43.89,-73.4
"7065",54099,"Ticonderoga Mill","NY",50490,"barrels","123,289","RFO",43.89,-73.4
"7066",54099,"Ticonderoga Mill","NY",6516,"short tons","13,022","RFO",43.89,-73.4
"7067",54100,"International Paper Vicksburg Mill","MS",525,"short tons","2,438","BLQ",32.53,-90.77
"7068",54100,"International Paper Vicksburg Mill","MS",145315,"short tons","538,888","BLQ",32.53,-90.77
"7069",54100,"International Paper Vicksburg Mill","MS",52223,"mcf","2,047,751","BLQ",32.53,-90.77
"7070",54100,"International Paper Vicksburg Mill","MS",0,"barrels","0","BLQ",32.53,-90.77
"7071",54100,"International Paper Vicksburg Mill","MS",6066,"short tons","8,274","BLQ",32.53,-90.77
"7072",54100,"International Paper Vicksburg Mill","MS",54076,"short tons","255,548","BLQ",32.53,-90.77
"7073",54101,"Georgia-Pacific Cedar Springs","GA",82692,"short tons","130,171","BLQ",31.17,-85.1
"7074",54101,"Georgia-Pacific Cedar Springs","GA",308118,"short tons","1,071,554","BLQ",31.17,-85.1
"7075",54101,"Georgia-Pacific Cedar Springs","GA",2193,"barrels","15,112","BLQ",31.17,-85.1
"7076",54101,"Georgia-Pacific Cedar Springs","GA",36431,"mcf","1,459,493","BLQ",31.17,-85.1
"7077",54101,"Georgia-Pacific Cedar Springs","GA",3864,"barrels","24,473","BLQ",31.17,-85.1
"7078",54101,"Georgia-Pacific Cedar Springs","GA",144017,"short tons","651,338","BLQ",31.17,-85.1
"7079",54103,"Port Edwards Mill","WI",42108,"","0","WAT",44.34,-89.87
"7080",54103,"Port Edwards Mill","WI",0,"mcf","0","WAT",44.34,-89.87
"7081",54103,"Port Edwards Mill","WI",0,"barrels","0","WAT",44.34,-89.87
"7082",54104,"Ashdown","AR",57479,"short tons","78,809","BLQ",33.64,-94.11
"7083",54104,"Ashdown","AR",466076,"short tons","1,252,339","BLQ",33.64,-94.11
"7084",54104,"Ashdown","AR",124776,"mcf","3,987,680","BLQ",33.64,-94.11
"7085",54104,"Ashdown","AR",0,"barrels","0","BLQ",33.64,-94.11
"7086",54104,"Ashdown","AR",11604,"short tons","12,980","BLQ",33.64,-94.11
"7087",54104,"Ashdown","AR",101310,"short tons","474,531","BLQ",33.64,-94.11
"7088",54111,"Second Imperial Geothermal","CA",204689,"","0","GEO",32.71,-115.54
"7089",54114,"Kennedy International Airport Cogen","NY",0,"barrels","0","NG",40.64,-73.78
"7090",54114,"Kennedy International Airport Cogen","NY",143313,"mcf","0","NG",40.64,-73.78
"7091",54114,"Kennedy International Airport Cogen","NY",0,"barrels","0","NG",40.64,-73.78
"7092",54114,"Kennedy International Airport Cogen","NY",569563,"mcf","5,889,486","NG",40.64,-73.78
"7093",54123,"Mechanic Falls","ME",2363,"","0","WAT",44.11,-70.39
"7094",54124,"Pittsfield Hydro","ME",4204,"","0","WAT",44.72,-69.41
"7095",54131,"Fortistar North Tonawanda","NY",0,"barrels","0","NG",43.05,-78.85
"7096",54131,"Fortistar North Tonawanda","NY",11838,"mcf","0","NG",43.05,-78.85
"7097",54131,"Fortistar North Tonawanda","NY",0,"barrels","0","NG",43.05,-78.85
"7098",54131,"Fortistar North Tonawanda","NY",30548,"mcf","372,205","NG",43.05,-78.85
"7099",54134,"Great Lakes Hydro America - ME","ME",647006,"","0","WAT",45.65,-68.7
"7100",54142,"Hillcrest Pump Station","CO",610,"","0",NA,NA,NA
"7101",54148,"Hydro Kennebec Project","ME",40680,"","0","WAT",44.56,-69.62
"7102",54149,"Stony Brook Cogen Plant","NY",2,"barrels","4","NG",40.92,-73.13
"7103",54149,"Stony Brook Cogen Plant","NY",277882,"mcf","3,037,629","NG",40.92,-73.13
"7104",54201,"Iowa State University","IA",88323,"short tons","99,762","BIT",42.03,-93.64
"7105",54201,"Iowa State University","IA",25744,"mcf","639,700","BIT",42.03,-93.64
"7106",54203,"Mississippi Baptist Medical Center","MS",7117,"mcf","108,176","NG",32.31,-90.18
"7107",54207,"ArcelorMittal Warren","OH",0,"short tons","0","BFG",41.21,-80.82
"7108",54207,"ArcelorMittal Warren","OH",8475,"mcf","687,088","BFG",41.21,-80.82
"7109",54207,"ArcelorMittal Warren","OH",24643,"mcf","3,735,430","BFG",41.21,-80.82
"7110",54207,"ArcelorMittal Warren","OH",0,"short tons","0","BFG",41.21,-80.82
"7111",54210,"American Crystal Sugar Hillsboro","ND",65340,"short tons","104,951","SUB",47.44,-97.06
"7112",54211,"American Crystal Sugar Moorhead","MN",42061,"short tons","85,849","SUB",46.9,-96.76
"7113",54212,"American Crystal Sugar Crookston","MN",32836,"short tons","93,730","SUB",47.76,-96.63
"7114",54213,"American Crystal Sugar Drayton","ND",37267,"short tons","97,095",NA,NA,NA
"7115",54214,"American Crystal Sugar East Grand Forks","MN",39434,"short tons","185,886","SUB",47.93,-97.01
"7116",54216,"U S Alliance Coosa Pines","AL",0,"short tons","0","BLQ",33.33,-86.36
"7117",54216,"U S Alliance Coosa Pines","AL",94725,"short tons","552,479","BLQ",33.33,-86.36
"7118",54216,"U S Alliance Coosa Pines","AL",0,"barrels","0","BLQ",33.33,-86.36
"7119",54216,"U S Alliance Coosa Pines","AL",35070,"mcf","2,460,533","BLQ",33.33,-86.36
"7120",54224,"Franklin Heating Station","MN",414,"barrels","711","PUR",44.02,-92.47
"7121",54224,"Franklin Heating Station","MN",105,"mcf","1,046","PUR",44.02,-92.47
"7122",54224,"Franklin Heating Station","MN",167,"barrels","769","PUR",44.02,-92.47
"7123",54224,"Franklin Heating Station","MN",47768,"mcf","1,289,665","PUR",44.02,-92.47
"7124",54224,"Franklin Heating Station","MN",18008,"","0","PUR",44.02,-92.47
"7125",54224,"Franklin Heating Station","MN",0,"barrels","0","PUR",44.02,-92.47
"7126",54225,"Gillette SBMC","MA",118,"barrels","373","NG",42.34,-71.06
"7127",54225,"Gillette SBMC","MA",54089,"mcf","884,008","NG",42.34,-71.06
"7128",54225,"Gillette SBMC","MA",0,"barrels","0","NG",42.34,-71.06
"7129",54225,"Gillette SBMC","MA",0,"barrels","5","NG",42.34,-71.06
"7130",54225,"Gillette SBMC","MA",0,"barrels","0","NG",42.34,-71.06
"7131",54225,"Gillette SBMC","MA",19448,"mcf","2,578","NG",42.34,-71.06
"7132",54228,"Erving Paper Mills","MA",22,"barrels","25",NA,NA,NA
"7133",54228,"Erving Paper Mills","MA",2155,"mcf","14,042",NA,NA,NA
"7134",54228,"Erving Paper Mills","MA",2042,"mcf","331,926",NA,NA,NA
"7135",54228,"Erving Paper Mills","MA",0,"","0",NA,NA,NA
"7136",54236,"Pfizer Groton Plant","CT",3047,"barrels","7,759","NG",41.33,-72.08
"7137",54236,"Pfizer Groton Plant","CT",47787,"mcf","688,540","NG",41.33,-72.08
"7138",54236,"Pfizer Groton Plant","CT",0,"barrels","0","NG",41.33,-72.08
"7139",54236,"Pfizer Groton Plant","CT",2845,"barrels","15,545","NG",41.33,-72.08
"7140",54236,"Pfizer Groton Plant","CT",37183,"mcf","979,613","NG",41.33,-72.08
"7141",54236,"Pfizer Groton Plant","CT",0,"mcf","0","NG",41.33,-72.08
"7142",54236,"Pfizer Groton Plant","CT",0,"barrels","0","NG",41.33,-72.08
"7143",54238,"Stockton Biomass","CA",0,"short tons","0",NA,NA,NA
"7144",54238,"Stockton Biomass","CA",0,"barrels","0",NA,NA,NA
"7145",54238,"Stockton Biomass","CA",1139,"mcf","17,908",NA,NA,NA
"7146",54238,"Stockton Biomass","CA",0,"short tons","0",NA,NA,NA
"7147",54238,"Stockton Biomass","CA",336297,"short tons","334,418",NA,NA,NA
"7148",54239,"Naval Submarine Base Kings Bay","GA",2862,"barrels","3,573",NA,NA,NA
"7149",54240,"Louisiana Tech University Power Plant","LA",44848,"mcf","603,404","NG",32.53,-92.65
"7150",54249,"Smith Falls Hydro Project","ID",63939,"","0","WAT",48.96,-116.56
"7151",54250,"Newman (PA)","PA",11749,"mcf","558,650","NG",31.98,-106.43
"7152",54250,"Newman (PA)","PA",101,"barrels","786","NG",31.98,-106.43
"7153",54251,"Opal Springs Hydro","OR",27353,"","0","WAT",44.49,-121.3
"7154",54258,"Westwind Trust","CA",9657,"","0","WND",33.97,-116.53
"7155",54261,"Warm Springs Hydro Project","CA",10267,"","0","WAT",38.72,-123.01
"7156",54262,"Saint Marys Hospital Power Plant","MN",0,"barrels","0","NG",44.1,-92.48
"7157",54262,"Saint Marys Hospital Power Plant","MN",17362,"mcf","474,031","NG",44.1,-92.48
"7158",54262,"Saint Marys Hospital Power Plant","MN",0,"barrels","0","NG",44.1,-92.48
"7159",54262,"Saint Marys Hospital Power Plant","MN",32948,"mcf","401,327","NG",44.1,-92.48
"7160",54262,"Saint Marys Hospital Power Plant","MN",241,"barrels","418","NG",44.1,-92.48
"7161",54262,"Saint Marys Hospital Power Plant","MN",1,"mcf","13","NG",44.1,-92.48
"7162",54267,"Koma Kulshan Associates","WA",36658,"","0","WAT",48.68,-121.72
"7163",54268,"March Point Cogeneration","WA",0,"barrels","0","NG",48.47,-122.56
"7164",54268,"March Point Cogeneration","WA",0,"mcf","0","NG",48.47,-122.56
"7165",54268,"March Point Cogeneration","WA",0,"mcf","0","NG",48.47,-122.56
"7166",54268,"March Point Cogeneration","WA",0,"mcf","0","NG",48.47,-122.56
"7167",54268,"March Point Cogeneration","WA",0,"barrels","0","NG",48.47,-122.56
"7168",54268,"March Point Cogeneration","WA",0,"barrels","0","NG",48.47,-122.56
"7169",54268,"March Point Cogeneration","WA",603942,"mcf","7,507,206","NG",48.47,-122.56
"7170",54268,"March Point Cogeneration","WA",395004,"mcf","4,828,009","NG",48.47,-122.56
"7171",54271,"Saguaro Power","NV",4,"barrels","0","NG",36.04,-115.01
"7172",54271,"Saguaro Power","NV",166835,"mcf","0","NG",36.04,-115.01
"7173",54271,"Saguaro Power","NV",5523,"mcf","588,232","NG",36.04,-115.01
"7174",54271,"Saguaro Power","NV",9,"barrels","20","NG",36.04,-115.01
"7175",54271,"Saguaro Power","NV",549665,"mcf","6,662,547","NG",36.04,-115.01
"7176",54271,"Saguaro Power","NV",0,"mcf","0","NG",36.04,-115.01
"7177",54276,"Univ of NC Chapel Hill Cogen Facility","NC",0,"barrels","0","BIT",35.91,-79.06
"7178",54276,"Univ of NC Chapel Hill Cogen Facility","NC",55614,"short tons","90,138","BIT",35.91,-79.06
"7179",54276,"Univ of NC Chapel Hill Cogen Facility","NC",0,"barrels","0","BIT",35.91,-79.06
"7180",54276,"Univ of NC Chapel Hill Cogen Facility","NC",7977,"mcf","366,016","BIT",35.91,-79.06
"7181",54281,"Interstate Paper LLC Riceboro","GA",62319,"short tons","276,310","BLQ",31.74,-81.41
"7182",54281,"Interstate Paper LLC Riceboro","GA",0,"barrels","0","BLQ",31.74,-81.41
"7183",54281,"Interstate Paper LLC Riceboro","GA",5426,"mcf","290,818","BLQ",31.74,-81.41
"7184",54281,"Interstate Paper LLC Riceboro","GA",81,"barrels","675","BLQ",31.74,-81.41
"7185",54281,"Interstate Paper LLC Riceboro","GA",0,"short tons","0","BLQ",31.74,-81.41
"7186",54281,"Interstate Paper LLC Riceboro","GA",41923,"short tons","223,550","BLQ",31.74,-81.41
"7187",54283,"Lee Creek Water Treatment Facility","AR",0,"","0",NA,NA,NA
"7188",54285,"Hastings City Hydroelectric","MN",27684,"","0","WAT",44.76,-92.87
"7189",54286,"Rolls Royce","IN",10578,"mcf","404,606","LFG",39.74,-86.21
"7190",54286,"Rolls Royce","IN",4369,"mcf","83,550","LFG",39.74,-86.21
"7191",54290,"Inforum","GA",0,"barrels","26",NA,NA,NA
"7192",54291,"Sherwin Alumina","TX",138331,"","0","PUR",27.88,-97.26
"7193",54294,"West Group Data Center","MN",138,"barrels","206",NA,NA,NA
"7194",54296,"Biola University","CA",12971,"mcf","142,852",NA,NA,NA
"7195",54298,"Coram Energy LLC (ECT)","CA",20437,"","0","WND",35.06,-118.34
"7196",54299,"Coram Energy LLC","CA",8592,"","0","WND",35.08,-118.34
"7197",54300,"CTV Power Purchase Contract Trust","CA",10140,"","0","WND",35.06,-118.31
"7198",54301,"Colebrook Hydroelectric","CT",4941,"","0","WAT",42.01,-73.04
"7199",54302,"Goodwin Hydroelectric","CT",12416,"","0","WAT",41.99,-73.02
"7200",54304,"Birchwood Power","VA",553876,"short tons","248,133","BIT",38.27,-77.31
"7201",54304,"Birchwood Power","VA",7007,"barrels","13,197","BIT",38.27,-77.31
"7202",54305,"Westward Seafoods","AK",19096,"barrels","50,965",NA,NA,NA
"7203",54306,"Wilson Lake Hydroelectric Project","ID",27395,"","0","WAT",42.63,-114.17
"7204",54308,"Three Forks Water Power Project","CA",4223,"","0","WAT",40.2,-123.52
"7205",54316,"Archer Daniels Midland Southport","NC",1263,"barrels","5,429","NG",33.94,-77.99
"7206",54316,"Archer Daniels Midland Southport","NC",1457,"mcf","36,325","NG",33.94,-77.99
"7207",54318,"General Chemical","WY",183735,"short tons","476,725","BIT",41.59,-109.75
"7208",54318,"General Chemical","WY",258,"barrels","3,040","BIT",41.59,-109.75
"7209",54318,"General Chemical","WY",24426,"mcf","1,510,792","BIT",41.59,-109.75
"7210",54318,"General Chemical","WY",0,"short tons","0","BIT",41.59,-109.75
"7211",54321,"Goodyear Beaumont Chemical Plant","TX",147279,"mcf","2,130,809","NG",29.97,-94.21
"7212",54321,"Goodyear Beaumont Chemical Plant","TX",85386,"mcf","5,780,918","NG",29.97,-94.21
"7213",54321,"Goodyear Beaumont Chemical Plant","TX",1563,"barrels","18,542","NG",29.97,-94.21
"7214",54322,"Sibley Mill","GA",14275,"","0","WAT",33.49,-81.99
"7215",54323,"CNN Center","GA",238,"barrels","410",NA,NA,NA
"7216",54324,"Ocean State Power II","RI",349,"barrels","0","NG",42.01,-71.67
"7217",54324,"Ocean State Power II","RI",207091,"mcf","239,840","NG",42.01,-71.67
"7218",54324,"Ocean State Power II","RI",702,"barrels","1,626","NG",42.01,-71.67
"7219",54324,"Ocean State Power II","RI",380134,"mcf","4,956,471","NG",42.01,-71.67
"7220",54327,"Toyon Power Station","CA",4954,"mcf","187,815",NA,NA,NA
"7221",54327,"Toyon Power Station","CA",0,"mcf","0",NA,NA,NA
"7222",54330,"Westhollow Technology Center","TX",29033,"mcf","379,910","NG",29.73,-95.64
"7223",54333,"Bucknell University","PA",2,"barrels","78","NG",40.96,-76.88
"7224",54333,"Bucknell University","PA",1271,"mcf","48,321","NG",40.96,-76.88
"7225",54333,"Bucknell University","PA",18,"barrels","43","NG",40.96,-76.88
"7226",54333,"Bucknell University","PA",31959,"mcf","417,552","NG",40.96,-76.88
"7227",54335,"Morton Salt Rittman","OH",7799,"short tons","19,804","BIT",40.97,-81.78
"7228",54335,"Morton Salt Rittman","OH",506,"mcf","29,397","BIT",40.97,-81.78
"7229",54337,"NRG Energy San Diego","CA",1950,"mcf","26,839",NA,NA,NA
"7230",54338,"Rio Grande Valley Sugar Growers","TX",3,"barrels","378","AB",26.27,-97.87
"7231",54338,"Rio Grande Valley Sugar Growers","TX",408,"short tons","362,405","AB",26.27,-97.87
"7232",54338,"Rio Grande Valley Sugar Growers","TX",10,"mcf","150,459","AB",26.27,-97.87
"7233",54340,"Norway Point Hydropower Project","MI",15422,"","0","WAT",45.1,-83.52
"7234",54341,"Four Mile Hydropower Project","MI",10372,"","0","WAT",45.09,-83.5
"7235",54342,"Ninth Street Hydropower Project","MI",6831,"","0","WAT",45.07,-83.44
"7236",54343,"Terminus Hydroelectric Project","CA",5357,"","0","WAT",36.42,-119.01
"7237",54347,"Howard F Curren Advncd Wastewater Plant","FL",4446,"Mcf","65,603",NA,NA,NA
"7238",54349,"Nevada Cogen Associates 2 Black Mountain","NV",192339,"mcf","1,047,537","NG",36.23,-114.88
"7239",54349,"Nevada Cogen Associates 2 Black Mountain","NV",532170,"mcf","5,557,673","NG",36.23,-114.88
"7240",54350,"Nevada Cogen Assoc#1 GarnetVly","NV",181571,"mcf","713,641","NG",36.34,-114.92
"7241",54350,"Nevada Cogen Assoc#1 GarnetVly","NV",541350,"mcf","5,606,160","NG",36.34,-114.92
"7242",54355,"Chace Mill Winooski One","VT",26825,"","0","WAT",44.49,-73.19
"7243",54358,"International Paper Augusta Mill","GA",6852,"short tons","10,071","BLQ",33.33,-81.95
"7244",54358,"International Paper Augusta Mill","GA",287531,"short tons","893,979","BLQ",33.33,-81.95
"7245",54358,"International Paper Augusta Mill","GA",621,"barrels","4,119","BLQ",33.33,-81.95
"7246",54358,"International Paper Augusta Mill","GA",68180,"mcf","2,458,683","BLQ",33.33,-81.95
"7247",54358,"International Paper Augusta Mill","GA",0,"barrels","0","BLQ",33.33,-81.95
"7248",54358,"International Paper Augusta Mill","GA",47906,"short tons","227,797","BLQ",33.33,-81.95
"7249",54360,"PPG Industries Works 14","IL",0,"barrels","37",NA,NA,NA
"7250",54363,"PPG Industries Shelby NC Works","NC",0,"barrels","37",NA,NA,NA
"7251",54364,"PPG Industries Works 4","TX",131,"barrels","185",NA,NA,NA
"7252",54365,"Orange Cogeneration Facility","FL",79998,"mcf","0","NG",27.87,-81.83
"7253",54365,"Orange Cogeneration Facility","FL",296995,"mcf","3,048,981","NG",27.87,-81.83
"7254",54371,"Oildale Energy LLC","CA",155632,"mcf","1,488,500","NG",35.42,-119.01
"7255",54372,"University of Colorado","CO",0,"barrels","0","NG",40.01,-105.27
"7256",54372,"University of Colorado","CO",0,"mcf","0","NG",40.01,-105.27
"7257",54372,"University of Colorado","CO",0,"barrels","0","NG",40.01,-105.27
"7258",54372,"University of Colorado","CO",459,"mcf","11,646","NG",40.01,-105.27
"7259",54374,"Sinclair Oil Refinery","WY",106,"barrels","288","NG",41.78,-107.11
"7260",54374,"Sinclair Oil Refinery","WY",10688,"mcf","179,040","NG",41.78,-107.11
"7261",54374,"Sinclair Oil Refinery","WY",0,"barrels","0","NG",41.78,-107.11
"7262",54374,"Sinclair Oil Refinery","WY",1119,"mcf","604,790","NG",41.78,-107.11
"7263",54374,"Sinclair Oil Refinery","WY",3239,"mcf","1,521,730","NG",41.78,-107.11
"7264",54384,"EHC West Hopkinton","NH",2254,"","0","WAT",43.19,-71.75
"7265",54385,"Kinneytown New Old","CT",3221,"","0","WAT",41.37,-73.09
"7266",54386,"Little Wood Hydro Project","ID",2286,"","0","WAT",43.43,-114.03
"7267",54387,"Weeks Falls","WA",8512,"","0","WAT",47.43,-121.65
"7268",54391,"Alice Falls Hydro Project","NY",0,"","0",NA,NA,NA
"7269",54392,"BJ Gas Recovery","GA",8896,"mcf","211,790",NA,NA,NA
"7270",54394,"Dry Creek Project","ID",8465,"","0","WAT",44.03,-112.72
"7271",54395,"Stillwater Hydro Electric Project","NY",11447,"","0","WAT",42.94,-73.65
"7272",54406,"Capitol Heat and Power","WI",0,"short tons","0",NA,NA,NA
"7273",54406,"Capitol Heat and Power","WI",0,"barrels","0",NA,NA,NA
"7274",54406,"Capitol Heat and Power","WI",0,"mcf","0",NA,NA,NA
"7275",54407,"Waupun Correctional Central Heating Plt","WI",0,"barrels","0","BIT",43.62,-88.73
"7276",54407,"Waupun Correctional Central Heating Plt","WI",0,"short tons","0","BIT",43.62,-88.73
"7277",54407,"Waupun Correctional Central Heating Plt","WI",19,"barrels","198","BIT",43.62,-88.73
"7278",54407,"Waupun Correctional Central Heating Plt","WI",3721,"mcf","215,853","BIT",43.62,-88.73
"7279",54407,"Waupun Correctional Central Heating Plt","WI",0,"short tons","0","BIT",43.62,-88.73
"7280",54408,"UW Madison Charter Street Plant","WI",0,"barrels","0","BIT",43.07,-89.4
"7281",54408,"UW Madison Charter Street Plant","WI",0,"short tons","0","BIT",43.07,-89.4
"7282",54408,"UW Madison Charter Street Plant","WI",0,"barrels","70","BIT",43.07,-89.4
"7283",54408,"UW Madison Charter Street Plant","WI",0,"mcf","2,397,000","BIT",43.07,-89.4
"7284",54409,"Dartmouth College Heating Plant","NH",0,"mcf","0","RFO",43.7,-72.29
"7285",54409,"Dartmouth College Heating Plant","NH",13135,"barrels","87,412","RFO",43.7,-72.29
"7286",54410,"Western Power & Steam Inc","CA",0,"mcf","0","NG",35.44,-119.01
"7287",54410,"Western Power & Steam Inc","CA",0,"mcf","0","NG",35.44,-119.01
"7288",54410,"Western Power & Steam Inc","CA",142051,"mcf","1,458,541","NG",35.44,-119.01
"7289",54414,"John Deere Dubuque Works","IA",0,"short tons","0",NA,NA,NA
"7290",54414,"John Deere Dubuque Works","IA",75,"barrels","185",NA,NA,NA
"7291",54414,"John Deere Dubuque Works","IA",0,"mcf","0",NA,NA,NA
"7292",54415,"Cadillac Renewable Energy","MI",38,"mcf","616","WDS",44.26,-85.44
"7293",54415,"Cadillac Renewable Energy","MI",129342,"short tons","242,583","WDS",44.26,-85.44
"7294",54418,"Rollinsford","NH",4549,"","0","WAT",43.24,-70.82
"7295",54422,"Unisea G 2","AK",26575,"barrels","49,132",NA,NA,NA
"7296",54422,"Unisea G 2","AK",4761,"barrels","9,527",NA,NA,NA
"7297",54423,"Quantum Lake Power LP","FL",0,"barrels","0","NG",28.92,-81.68
"7298",54423,"Quantum Lake Power LP","FL",0,"mcf","0","NG",28.92,-81.68
"7299",54423,"Quantum Lake Power LP","FL",0,"barrels","0","NG",28.92,-81.68
"7300",54423,"Quantum Lake Power LP","FL",0,"mcf","0","NG",28.92,-81.68
"7301",54424,"Quantum Pasco Power LP","FL",0,"barrels","0","NG",28.37,-82.19
"7302",54424,"Quantum Pasco Power LP","FL",49520,"mcf","19,826","NG",28.37,-82.19
"7303",54424,"Quantum Pasco Power LP","FL",0,"barrels","0","NG",28.37,-82.19
"7304",54424,"Quantum Pasco Power LP","FL",242470,"mcf","2,405,857","NG",28.37,-82.19
"7305",54424,"Quantum Pasco Power LP","FL",6,"barrels","7","NG",28.37,-82.19
"7306",54426,"Mulberry Cogeneration Facility","FL",0,"barrels","0","NG",27.85,-81.88
"7307",54426,"Mulberry Cogeneration Facility","FL",135365,"mcf","0","NG",27.85,-81.88
"7308",54426,"Mulberry Cogeneration Facility","FL",0,"barrels","0","NG",27.85,-81.88
"7309",54426,"Mulberry Cogeneration Facility","FL",255348,"mcf","3,273,028","NG",27.85,-81.88
"7310",54427,"Gaylord Container Bogalusa","LA",0,"short tons","0","WDS",30.78,-89.86
"7311",54427,"Gaylord Container Bogalusa","LA",225529,"short tons","794,875","WDS",30.78,-89.86
"7312",54427,"Gaylord Container Bogalusa","LA",0,"barrels","0","WDS",30.78,-89.86
"7313",54427,"Gaylord Container Bogalusa","LA",22307,"mcf","884,057","WDS",30.78,-89.86
"7314",54427,"Gaylord Container Bogalusa","LA",0,"short tons","0","WDS",30.78,-89.86
"7315",54427,"Gaylord Container Bogalusa","LA",255,"barrels","1,708","WDS",30.78,-89.86
"7316",54427,"Gaylord Container Bogalusa","LA",233270,"short tons","1,058,910","WDS",30.78,-89.86
"7317",54429,"Alabama Pine Pulp","AL",390445,"short tons","1,053,861","BLQ",31.58,-87.49
"7318",54429,"Alabama Pine Pulp","AL",1826,"barrels","9,410","BLQ",31.58,-87.49
"7319",54429,"Alabama Pine Pulp","AL",16637,"mcf","502,571","BLQ",31.58,-87.49
"7320",54429,"Alabama Pine Pulp","AL",29826,"short tons","99,987","BLQ",31.58,-87.49
"7321",54447,"Welport Lease Project","CA",34495,"mcf","555,068","NG",35.35,-119.66
"7322",54449,"Dome Project","CA",46223,"mcf","1,112,512","NG",35.22,-119.58
"7323",54451,"Los Angeles Refinery Wilmington","CA",110617,"mcf","1,353,214","OG",33.77,-118.29
"7324",54451,"Los Angeles Refinery Wilmington","CA",244466,"mcf","2,371,311","OG",33.77,-118.29
"7325",54453,"EDF Renewable Windfarm V Inc","CA",30211,"","0","WND",38.12,-121.83
"7326",54454,"San Gorgonio Windplant WPP1993","CA",180105,"","0","WND",33.92,-116.54
"7327",54457,"Hewlett Packard Alpharetta","GA",0,"barrels","0",NA,NA,NA
"7328",54457,"Hewlett Packard Alpharetta","GA",0,"mcf","0",NA,NA,NA
"7329",54458,"Benedum Plant","TX",0,"mcf","0",NA,NA,NA
"7330",54462,"Graniteville Enterprise Division","GA",6990,"","0","WAT",33.48,-81.98
"7331",54464,"Riverwood International Macon Mill","GA",1527,"short tons","1,596",NA,NA,NA
"7332",54464,"Riverwood International Macon Mill","GA",247189,"short tons","645,099",NA,NA,NA
"7333",54464,"Riverwood International Macon Mill","GA",0,"barrels","0",NA,NA,NA
"7334",54464,"Riverwood International Macon Mill","GA",20854,"mcf","583,830",NA,NA,NA
"7335",54464,"Riverwood International Macon Mill","GA",0,"barrels","0",NA,NA,NA
"7336",54464,"Riverwood International Macon Mill","GA",2992,"short tons","11,287",NA,NA,NA
"7337",54464,"Riverwood International Macon Mill","GA",230965,"short tons","797,922",NA,NA,NA
"7338",54464,"Riverwood International Macon Mill","GA",419,"barrels","2,603",NA,NA,NA
"7339",54466,"Orlando Cogen LP","FL",987513,"mcf","7,861,063","NG",28.44,-81.41
"7340",54471,"Mascoma Hydro","NH",3403,"","0","WAT",43.63,-72.32
"7341",54472,"Simplot Phosphates","WY",5199,"mcf","222,259","OTH",41.54,-109.13
"7342",54472,"Simplot Phosphates","WY",77772,"","400,527","OTH",41.54,-109.13
"7343",54476,"Sumas Power Plant","WA",180628,"mcf","0","NG",48.99,-122.27
"7344",54476,"Sumas Power Plant","WA",421465,"mcf","4,983,885","NG",48.99,-122.27
"7345",54477,"Oroville Cogeneration LP","CA",1529,"mcf","24,590",NA,NA,NA
"7346",54512,"Domino Sugar Arabi Plant","LA",42756,"mcf","1,771,467","NG",29.95,-90
"7347",54513,"WestRock (IL)","IL",14,"mcf","170",NA,NA,NA
"7348",54514,"Blind Canyon Hydro","ID",3972,"","0","WAT",42.7,-114.82
"7349",54515,"Crotched Mountain Rehabilitation Center","NH",33,"barrels","30",NA,NA,NA
"7350",54517,"Sierra Pacific Sonora","CA",31574,"short tons","78,160","WDS",37.97,-120.32
"7351",54518,"Formosa Plastics","LA",271713,"mcf","3,306,745","NG",30.5,-91.19
"7352",54518,"Formosa Plastics","LA",75030,"mcf","650,089","NG",30.5,-91.19
"7353",54520,"Village Creek Water Reclamation Facility","TX",20055,"mcf","649,449","OBG",32.78,-97.14
"7354",54520,"Village Creek Water Reclamation Facility","TX",158,"mcf","2,858","OBG",32.78,-97.14
"7355",54520,"Village Creek Water Reclamation Facility","TX",13310,"Mcf","371,527","OBG",32.78,-97.14
"7356",54520,"Village Creek Water Reclamation Facility","TX",0,"mcf","0","OBG",32.78,-97.14
"7357",54523,"Hoffer Plastics","IL",3614,"mcf","41,645",NA,NA,NA
"7358",54524,"Horseshoe Bend Hydroelectric Co","ID",42403,"","0","WAT",43.9,-116.24
"7359",54525,"Kankakee Hydro Facility","IL",1520,"","0","WAT",41.11,-87.87
"7360",54526,"ReEnergy Lyonsdale Biomass","NY",132140,"short tons","236,978","WDS",43.62,-75.31
"7361",54529,"Wheelabrator Ridge Energy","FL",3589,"mcf","219,235","WDS",28.03,-81.85
"7362",54529,"Wheelabrator Ridge Energy","FL",20997,"short tons","32,206","WDS",28.03,-81.85
"7363",54529,"Wheelabrator Ridge Energy","FL",166428,"short tons","300,223","WDS",28.03,-81.85
"7364",54531,"Stingray Facility","LA",0,"mcf","0","NG",29.76,-93.61
