Plant.Id,State,Fuel.Simplified,Net.Gen,Lat,Lon,FuelType,Plant.Name
2,AL,Hydro,25920,33.46,-87.36,WAT,Bankhead Dam
3,AL,Coal,11387562,31.01,-88.01,BIT,Barry
4,AL,Hydro,560467,32.58,-86.28,WAT,Walter Bouldin Dam
7,AL,Coal,214655,34.01,-85.97,BIT,Gadsden
8,AL,Coal,4652042,33.64,-87.2,BIT,Gorgas
9,TX,Natural Gas,24907,31.76,-106.38,NG,Copper
10,AL,Coal,2249285,32.6,-87.78,BIT,Greene County
11,AL,Hydro,198745,33.78,-86.05,WAT,H Neely Henry Dam
12,AL,Hydro,30242,33.26,-87.45,WAT,Holt Dam
13,AL,Hydro,336479,32.62,-86.25,WAT,Jordan Dam
14,AL,Hydro,358557,33.43,-86.34,WAT,Logan Martin Dam
15,AL,Hydro,557768,32.96,-86.52,WAT,Lay Dam
16,AL,Hydro,289985,32.68,-85.91,WAT,Martin Dam
17,AL,Hydro,465039,32.81,-86.44,WAT,Mitchell Dam
18,AL,Hydro,241085,33.94,-87.11,WAT,Lewis Smith Dam
19,AL,Hydro,193624,32.54,-85.89,WAT,Thurlow Dam
20,AL,Hydro,212172,34.17,-85.75,WAT,Weiss Dam
21,AL,Hydro,117278,32.57,-85.89,WAT,Yates Dam
26,AL,Coal,6578897,33.24,-86.46,BIT,E C Gaston
34,CA,Hydro,28588,39.13,-120.95,WAT,Rollins
38,AL,Hydro,375077,32.1,-87.4,WAT,Millers Ferry
46,AL,Nuclear,27669694,34.7,-87.12,NUC,Browns Ferry
47,AL,Coal,2690708,34.74,-87.85,BIT,Colbert
48,AL,Hydro,740864,34.42,-86.39,WAT,Guntersville
49,AL,Hydro,1439823,34.81,-87.38,WAT,Wheeler Dam
50,AL,Coal,1627447,34.88,-85.76,BIT,Widows Creek
51,LA,Coal,4273045,32.03,-93.57,LIG,Dolet Hills
53,AL,Hydro,3658,31.4,-86.48,WAT,Gantt
54,KY,Natural Gas,367191,37.88,-84.1,NG,J K Smith
55,AL,Hydro,10286,31.36,-86.52,WAT,Point A
56,AL,Coal,1647783,31.49,-87.91,BIT,Charles R Lowman
59,NE,Coal,541762,40.85,-98.35,SUB,Platte
60,NE,Coal,1380537,40.58,-98.31,SUB,Whelan Energy Center
62,AK,Hydro,27012,58.32,-134.1,WAT,Annex Creek
63,AK,Hydro,6465,58.31,-134.42,WAT,Gold Creek
65,AK,Hydro,31260,58.33,-134.46,WAT,Salmon Creek 1
66,AK,Hydro,2578,59.45,-135.31,WAT,Skagway
70,AK,Hydro,61089,55.61,-131.35,WAT,Swan Lake
71,AK,Hydro,128893,57.69,-152.9,WAT,Terror Lake
75,AK,Natural Gas,47759,61.22,-149.87,NG,Anchorage 1
77,AK,Hydro,92243,61.48,-149.15,WAT,Eklutna Hydro Project
78,AK,Hydro,278023,58.14,-133.74,WAT,Snettisham
79,AK,Coal,198296,64.85,-147.74,SUB,Aurora Energy LLC Chena
84,AK,Hydro,23133,55.34,-131.63,WAT,Ketchikan
87,NM,Coal,1368602,35.42,-108.08,SUB,Escalante
88,NY,Hydro,11879,41.95,-74.21,WAT,Ashokan
91,AK,Hydro,13476,56.81,-132.96,WAT,Petersburg
96,AK,Natural Gas,381942,61.19,-151.04,NG,Beluga
99,WA,Natural Gas,39924,48.46,-122.44,NG,Frederickson
100,AZ,Hydro,570,33.47,-111.78,WAT,South Consolidated
104,CA,Hydro,80397,37.15,-119.26,WAT,J S Eastwood
108,KS,Coal,1443465,37.93,-100.97,SUB,Holcomb
113,AZ,Coal,5522941,34.94,-110.3,SUB,Cholla
116,AZ,Natural Gas,107211,33.42,-111.91,NG,Ocotillo
117,AZ,Natural Gas,1799154,33.44,-112.16,NG,West Phoenix
118,AZ,Natural Gas,18144,32.55,-111.3,NG,Saguaro
120,AZ,Natural Gas,330414,32.72,-114.71,NG,Yucca
124,AZ,Natural Gas,4608,32.25,-110.99,NG,Demoss Petrie
126,AZ,Natural Gas,771756,32.16,-110.9,NG,H Wilson Sundt Generating Station
127,TX,Coal,2081937,34.08,-99.18,SUB,Oklaunion
130,SC,Coal,8921964,33.37,-80.11,BIT,Cross
141,AZ,Natural Gas,110469,33.56,-112.22,NG,Agua Fria
145,AZ,Hydro,41225,33.59,-111.34,WAT,Horse Mesa
147,AZ,Natural Gas,872866,33.36,-111.94,NG,Kyrene
148,AZ,Hydro,7977,33.55,-111.44,WAT,Mormon Flat
149,AZ,Hydro,42707,33.67,-111.16,WAT,Roosevelt
150,AZ,Hydro,18766,33.57,-111.54,WAT,Stewart Mountain
152,AZ,Hydro,1139658,35.2,-114.57,WAT,Davis Dam
153,AZ,Hydro,3839205,36.94,-111.48,WAT,Glen Canyon Dam
160,AZ,Coal,1959044,32.06,-109.89,SUB,Apache Station
162,CA,Hydro,2481,37.62,-120.75,WAT,Hickman
165,OK,Coal,3755194,36.19,-95.29,SUB,GREC
166,AR,Hydro,104959,34.44,-93.03,WAT,Carpenter
170,AR,Natural Gas,159628,34.43,-92.9,NG,Lake Catherine
174,AR,Hydro,39000,34.43,-92.89,WAT,Remmel
180,CA,Hydro,2759,40.45,-121.86,WAT,Volta 2
187,AR,Hydro,113294,34.21,-93.11,WAT,Degray
188,AR,Hydro,270873,35.52,-92.0,WAT,Greers Ferry Lake
196,AR,Hydro,249310,36.25,-92.24,WAT,Norfork
197,AR,Hydro,209455,34.57,-93.19,WAT,Blakely Mountain
198,AR,Hydro,1097820,36.36,-92.58,WAT,Bull Shoals
199,AR,Hydro,488434,35.25,-93.17,WAT,Dardanelle
201,AR,Natural Gas,76415,35.46,-93.8,NG,Thomas Fitzhugh
202,AR,Natural Gas,32020,35.26,-91.36,NG,Carl Bailey
204,IL,Nuclear,8663837,40.17,-88.83,NUC,Clinton Power Station
207,FL,Coal,4799223,30.43,-81.55,BIT,St Johns River Power Park
210,KS,Nuclear,8630178,38.24,-95.69,NUC,Wolf Creek Generating Station
214,CA,Hydro,2928,39.22,-120.8,WAT,Alta Powerhouse
215,CA,Hydro,1590,38.07,-120.54,WAT,Angels
217,CA,Hydro,19306,36.91,-119.09,WAT,Balch 1
218,CA,Hydro,51608,36.91,-119.09,WAT,Balch 2
219,CA,Hydro,142826,40.01,-121.25,WAT,Belden
220,CA,Hydro,79157,39.91,-121.33,WAT,Bucks Creek
221,CA,Hydro,73347,40.18,-121.19,WAT,Butt Valley
222,CA,Hydro,82182,40.09,-121.15,WAT,Caribou 1
223,CA,Hydro,220738,40.09,-121.15,WAT,Caribou 2
225,CA,Hydro,866,38.77,-120.81,WAT,Chili Bar
229,CA,Hydro,4043,40.57,-122.02,WAT,Cow Creek
231,CA,Hydro,124142,39.83,-121.41,WAT,Cresta
232,CA,Hydro,42822,39.87,-121.63,WAT,De Sabla
235,CA,Hydro,20904,39.26,-120.77,WAT,Drum 1
236,CA,Hydro,175386,39.26,-120.77,WAT,Drum 2
237,CA,Hydro,62567,39.22,-120.84,WAT,Dutch Flat
238,CA,Hydro,32296,38.79,-120.62,WAT,El Dorado
239,CA,Hydro,164188,38.33,-120.67,WAT,Electra
240,CA,Hydro,35180,36.93,-119.02,WAT,Haas
241,CA,Hydro,14612,38.96,-121.04,WAT,Halsey
242,CA,Hydro,4033,40.27,-121.09,WAT,Hamilton Branch
243,CA,Hydro,22156,40.93,-121.54,WAT,Hat Creek 1
244,CA,Hydro,30899,40.96,-121.55,WAT,Hat Creek 2
248,CA,Hydro,15099,40.4,-121.97,WAT,Inskip
249,CA,Hydro,398101,40.99,-121.98,WAT,James B Black
253,CA,Hydro,9150,40.68,-121.87,WAT,Kilarc
255,CA,Hydro,4301,39.7,-121.57,WAT,Lime Saddle
260,CA,Natural Gas,3909727,36.8,-121.78,NG,Dynegy Moss Landing Power Plant
261,CA,Hydro,6187,38.15,-120.45,WAT,Murphys
264,CA,Hydro,4842,38.03,-120.33,WAT,Phoenix
265,CA,Hydro,147084,40.99,-121.5,WAT,Pit 1
266,CA,Hydro,237705,41.0,-121.75,WAT,Pit 3
267,CA,Hydro,229977,40.99,-121.85,WAT,Pit 4
268,CA,Hydro,442276,40.99,-121.98,WAT,Pit 5
269,CA,Hydro,199848,40.92,-121.99,WAT,Pit 6
270,CA,Hydro,272312,40.85,-121.99,WAT,Pit 7
271,CA,Natural Gas,181060,38.04,-121.89,NG,Pittsburg Power
272,CA,Hydro,225660,39.72,-121.47,WAT,Poe
274,CA,Hydro,8254,39.36,-123.13,WAT,Potter Valley
275,CA,Hydro,192982,39.91,-121.35,WAT,Rock Creek
279,CA,Hydro,67070,38.5,-120.22,WAT,Salt Springs
280,CA,Hydro,19895,40.4,-121.88,WAT,South
281,CA,Hydro,21925,39.32,-120.64,WAT,Spaulding 1
282,CA,Hydro,6450,39.32,-120.65,WAT,Spaulding 2
283,CA,Hydro,16871,39.34,-120.64,WAT,Spaulding 3
284,CA,Hydro,25131,38.19,-120.11,WAT,Spring Gap
285,CA,Hydro,155694,38.14,-120.37,WAT,Stanislaus
286,CA,Geothermal,4531168,38.78,-122.75,GEO,Geysers Unit 5-20
287,CA,Hydro,137625,38.45,-120.49,WAT,Tiger Creek
290,CA,Hydro,23485,40.46,-121.87,WAT,Volta 1
292,CA,Hydro,36213,38.89,-121.1,WAT,Wise
293,CA,Hydro,2590,37.15,-119.5,WAT,A G Wishon
294,CA,Hydro,60539,41.98,-122.34,WAT,Copco 1
295,CA,Hydro,77098,41.98,-122.36,WAT,Copco 2
296,CA,Hydro,9699,41.99,-122.36,WAT,Fall Creek
297,CA,Hydro,82043,41.93,-122.44,WAT,Iron Gate
298,TX,Coal,9164672,31.42,-96.25,SUB,Limestone
299,UT,Geothermal,259703,38.49,-112.85,GEO,Blundell
301,CA,Natural Gas,470,32.8,-116.97,NG,El Cajon
302,CA,Natural Gas,654150,33.14,-117.34,NG,Encina
303,CA,Natural Gas,15784,32.83,-117.13,NG,Kearny
305,CA,Natural Gas,3202,32.88,-117.17,NG,Miramar
313,AK,Hydro,49511,56.99,-135.12,WAT,Green Lake
314,CA,Hydro,12987,32.67,-115.39,WAT,Drop 5
315,CA,Natural Gas,1052825,33.77,-118.1,NG,AES Alamitos LLC
317,CA,Hydro,52329,37.2,-119.24,WAT,Big Creek 1
318,CA,Hydro,51790,37.2,-119.31,WAT,Big Creek 2
319,CA,Hydro,176811,37.15,-119.39,WAT,Big Creek 3
320,CA,Hydro,76577,37.14,-119.49,WAT,Big Creek 4
321,CA,Hydro,42165,37.21,-119.33,WAT,Big Creek 8
322,CA,Hydro,111803,37.2,-119.31,WAT,Big Creek 2A
323,CA,Hydro,12554,37.27,-118.57,WAT,Bishop Creek 2
324,CA,Hydro,12683,37.3,-118.53,WAT,Bishop Creek 3
325,CA,Hydro,23841,37.32,-118.5,WAT,Bishop Creek 4
326,CA,Hydro,4971,37.33,-118.48,WAT,Bishop Creek 5
327,CA,Hydro,5926,37.35,-118.46,WAT,Bishop Creek 6
330,CA,Natural Gas,144279,33.91,-118.42,NG,El Segundo Power
331,CA,Natural Gas,136904,34.09,-117.53,NG,Etiwanda Generating Station
332,CA,Hydro,1627,34.16,-117.4,WAT,Fontana
335,CA,Natural Gas,722497,33.64,-117.98,NG,AES Huntington Beach LLC
336,CA,Hydro,6423,36.46,-118.88,WAT,Kaweah 2
337,CA,Hydro,6520,36.47,-118.86,WAT,Kaweah 1
338,CA,Hydro,12262,36.49,-118.84,WAT,Kaweah 3
339,CA,Hydro,35152,35.78,-118.44,WAT,Kern River 3
340,CA,Hydro,79277,35.46,-118.78,WAT,Kern River 1
341,CA,Natural Gas,20503,33.76,-118.22,NG,Long Beach Generation LLC
342,CA,Hydro,4285,38.04,-119.17,WAT,Lundy
344,CA,Hydro,137647,37.22,-119.34,WAT,Mammoth Pool
345,CA,Natural Gas,251940,34.21,-119.25,NG,Mandalay
350,CA,Natural Gas,405013,34.13,-119.17,NG,Ormond Beach
353,CA,Hydro,17637,37.94,-119.22,WAT,Poole
354,CA,Hydro,9696,37.26,-119.16,WAT,Portal
356,CA,Natural Gas,486888,33.85,-118.4,NG,AES Redondo Beach LLC
357,CA,Hydro,18047,37.77,-119.12,WAT,Rush Creek
358,CA,Natural Gas,5750409,34.08,-117.24,NG,Mountainview Generating Station
361,CA,Hydro,1132,34.15,-117.06,WAT,Santa Ana 1
363,CA,Hydro,2975,34.11,-117.1,WAT,Santa Ana 3
365,CA,Hydro,5919,36.16,-118.71,WAT,Lower Tule River
371,WA,Nuclear,8160912,46.47,-119.33,NUC,Columbia Generating Station
376,CA,Hydro,37400,38.26,-120.85,WAT,Pardee
377,CA,Waste,169420,34.16,-118.28,LFG,Grayson
380,CA,Hydro,602167,37.9,-119.97,WAT,Dion R Holm
381,CA,Hydro,252038,37.81,-120.3,WAT,Moccasin
382,CA,Hydro,264744,37.88,-119.95,WAT,R C Kirkwood
384,IL,Coal,5466753,41.49,-88.12,SUB,Joliet 29
387,CA,Hydro,88611,32.71,-115.22,WAT,Drop 4
388,CA,Hydro,22674,32.74,-114.71,WAT,Pilot Knob
389,CA,Natural Gas,998909,32.8,-115.54,NG,El Centro
390,AK,Hydro,55982,61.08,-146.3,WAT,Solomon Gulch
391,CA,Hydro,9553,37.14,-118.32,WAT,Big Pine Creek
392,CA,Hydro,334078,34.59,-118.66,WAT,Castaic
393,CA,Hydro,9179,37.44,-118.56,WAT,Control Gorge
394,CA,Hydro,1097,36.44,-118.04,WAT,Cottonwood
396,CA,Hydro,3186,34.32,-118.49,WAT,Foothill
399,CA,Natural Gas,91162,33.79,-118.26,NG,Harbor
400,CA,Natural Gas,2878544,33.76,-118.1,NG,Haynes
401,CA,Hydro,278,37.51,-118.57,WAT,Middle Gorge
403,CA,Hydro,1240,34.26,-118.39,WAT,San Fernando
404,CA,Natural Gas,1278120,33.92,-118.43,NG,Scattergood
407,CA,Hydro,238,37.55,-118.59,WAT,Upper Gorge
409,CA,Hydro,10858,37.58,-120.27,WAT,Exchequer
410,CA,Hydro,925,37.52,-120.31,WAT,McSwain
412,CA,Hydro,69133,39.18,-120.89,WAT,Chicago Park
413,CA,Hydro,21793,39.22,-120.84,WAT,Dutch Flat 2
414,CA,Hydro,18739,38.2,-120.08,WAT,Beardsley
415,CA,Hydro,143134,38.25,-120.03,WAT,Donnells
416,CA,Hydro,69306,37.88,-120.61,WAT,Tulloch
417,CA,Hydro,70138,39.55,-121.28,WAT,Forbestown
418,CA,Hydro,38989,39.53,-121.49,WAT,Kelly Ridge
419,CA,Hydro,119704,39.55,-121.2,WAT,Woodleaf
422,CA,Natural Gas,32793,34.13,-118.15,NG,Glenarm
424,CA,Hydro,9245,39.08,-120.41,WAT,French Meadows
425,CA,Hydro,159653,39.02,-120.6,WAT,Middle Fork
427,CA,Hydro,123641,39.0,-120.73,WAT,Ralston
430,CA,Hydro,101980,38.83,-120.54,WAT,Camino
431,CA,Hydro,165165,38.83,-120.53,WAT,Jaybird
432,CA,Hydro,31161,38.98,-120.32,WAT,Loon Lake
433,CA,Hydro,13754,38.9,-120.38,WAT,Robbs Peak
435,CA,Hydro,143597,38.77,-120.79,WAT,White Rock/Slab Creek
436,CA,Hydro,267055,34.21,-117.33,WAT,Devil Canyon
437,CA,Hydro,572227,39.54,-121.49,WAT,Edward C Hyatt
439,CA,Hydro,145186,37.7,-120.42,WAT,Don Pedro
440,CA,Hydro,7918,37.67,-120.44,WAT,La Grange
441,CA,Hydro,203501,38.71,-121.16,WAT,Folsom
442,CA,Hydro,248667,40.65,-122.63,WAT,Judge F Carr
443,CA,Hydro,277776,40.61,-122.45,WAT,Keswick
444,CA,Hydro,27657,38.64,-121.22,WAT,Nimbus
445,CA,Hydro,1096894,40.72,-122.42,WAT,Shasta
447,CA,Hydro,439900,34.3,-114.14,WAT,Parker Dam
450,CA,Hydro,200467,40.63,-122.47,WAT,Spring Creek
451,CA,Hydro,195161,40.8,-122.76,WAT,Trinity
454,CA,Hydro,462425,39.33,-121.19,WAT,Colgate
455,CA,Hydro,47290,39.24,-121.27,WAT,Narrows 2
457,CA,Hydro,1100,33.17,-117.02,WAT,Bear Valley
464,CO,Natural Gas,3593,37.46,-105.89,NG,Alamosa
469,CO,Coal,3192480,39.81,-104.96,BIT,Cherokee
471,CO,Natural Gas,114,39.14,-108.73,NG,Fruita
473,CO,Hydro,14339,39.1,-108.35,WAT,Grand Valley Project Power Plant
474,CO,Hydro,623,38.53,-106.18,WAT,Salida
476,CO,Hydro,80256,39.57,-107.23,WAT,Shoshone (CO)
477,CO,Coal,1058475,40.02,-105.2,BIT,Valmont
479,CA,Hydro,20973,33.83,-117.5,WAT,Temescal
480,CA,Hydro,17139,33.86,-117.61,WAT,Corona
482,CA,Hydro,169,34.0,-118.1,WAT,Rio Hondo
483,CA,Hydro,7034,33.92,-117.96,WAT,Coyote Creek
484,CA,Hydro,16747,33.39,-117.19,WAT,Red Mountain
487,CA,Hydro,11729,33.9,-117.83,WAT,Valley View
489,CA,Hydro,6093,37.65,-120.47,WAT,Upper Dawson
492,CO,Coal,1387318,38.82,-104.83,SUB,Martin Drake
493,CO,Natural Gas,2476,38.88,-104.82,NG,George Birdsall
494,CO,Hydro,15936,38.86,-104.93,WAT,Manitou Springs
495,CO,Hydro,516,38.84,-104.97,WAT,Ruxton Park
505,WY,Hydro,65509,43.42,-108.18,WAT,Boysen
508,CO,Wind,9806,38.09,-102.61,WND,Lamar Plant
510,CA,Geothermal,270290,38.79,-122.76,GEO,Sonoma California Geothermal
512,CO,Hydro,258762,38.45,-107.34,WAT,Blue Mesa
513,CO,Hydro,57328,40.38,-105.51,WAT,Estes
514,CO,Hydro,341545,38.45,-107.54,WAT,Morrow Point
515,CO,Hydro,4123,40.42,-105.22,WAT,Big Thompson
516,CO,Hydro,76642,39.88,-106.33,WAT,Green Mountain
517,CO,Hydro,18996,40.34,-105.53,WAT,Marys Lake
518,CO,Hydro,161790,40.36,-105.24,WAT,Flatiron
519,CO,Hydro,120246,40.37,-105.33,WAT,Pole Hill
520,CO,Hydro,14063,39.19,-108.04,WAT,Lower Molina
521,CO,Hydro,25206,39.14,-108.0,WAT,Upper Molina
525,CO,Coal,2877284,40.49,-107.19,BIT,Hayden
527,CO,Coal,416150,38.24,-108.51,BIT,Nucla
531,CA,Hydro,5251,39.05,-121.32,WAT,Camp Far West
533,AL,Natural Gas,4001162,31.4,-86.48,NG,McWilliams
534,CA,Hydro,3200,38.85,-120.38,WAT,Jones Fork
535,CA,Natural Gas,10840,33.56,-92.79,NG,McClellan (CA)
537,CA,Hydro,2559,38.23,-121.02,WAT,Camanche
540,CT,Oil,157,41.29,-72.79,KER,Branford
541,CT,Hydro,24372,41.66,-73.49,WAT,Bulls Bridge
542,CT,Oil,1723,41.03,-73.6,KER,Cos Cob
544,CT,Natural Gas,1508,41.21,-73.11,NG,Devon Station
546,CT,Oil,13241,41.43,-72.1,RFO,Montville Station
550,WA,Biomass,324658,48.62,-118.11,WDS,Kettle Falls Generating Station
551,CT,Hydro,4135,41.67,-72.12,WAT,Scotland Dam
552,CT,Hydro,96232,41.45,-73.3,WAT,Shepaug
553,CT,Hydro,70169,41.38,-73.17,WAT,Stevenson
554,CT,Hydro,4144,41.57,-72.05,WAT,Taftville
557,CT,Hydro,5643,41.56,-72.04,WAT,Tunnel
560,CT,Hydro,30932,41.96,-73.37,WAT,Falls Village
562,CT,Natural Gas,423273,41.55,-72.58,NG,Middletown
563,CT,Oil,1696,41.75,-72.65,KER,South Meadow
564,FL,Coal,5199414,28.48,-81.17,BIT,Stanton Energy Center
565,CT,Oil,267,41.78,-73.12,KER,Torrington Terminal
566,CT,Nuclear,17410917,41.31,-72.17,NUC,Millstone
568,CT,Coal,604013,41.17,-73.18,SUB,Bridgeport Station
583,CT,Hydro,1331,41.54,-72.05,WAT,Tenth Street
584,NM,Hydro,48088,36.81,-107.61,WAT,Navajo Dam
585,CA,Hydro,16954,32.71,-114.94,WAT,Drop 1
586,CA,Hydro,4651,32.7,-115.28,WAT,East Highline
589,VT,Biomass,290370,44.49,-73.21,WDS,J C McNeil
593,DE,Natural Gas,585646,39.74,-75.5,NG,Edge Moor
594,DE,Coal,602736,38.59,-75.23,BIT,Indian River Generating Station
599,DE,Natural Gas,11557,39.18,-75.55,NG,McKee Run
602,MD,Coal,4962679,39.18,-76.54,BIT,Brandon Shores
607,WA,Natural Gas,161449,48.46,-122.44,NG,Fredonia
612,FL,Natural Gas,8167304,26.7,-81.78,NG,Fort Myers
613,FL,Natural Gas,4519965,26.07,-80.2,NG,Lauderdale
617,FL,Natural Gas,7161,26.09,-80.13,NG,Port Everglades
621,FL,Nuclear,20337856,25.44,-80.33,NUC,Turkey Point
622,WA,Hydro,48847,47.7,-121.78,WAT,South Fork Tolt
624,FL,Oil,6182,27.58,-81.49,DFO,Avon Park
625,NY,Hydro,66662,42.91,-73.68,WAT,Upper Mechanicville
626,CA,Hydro,5489,40.08,-121.16,WAT,Oak Flat
627,FL,Oil,9346,27.76,-82.64,DFO,Bayboro
628,FL,Coal,9744872,28.97,-82.7,BIT,Crystal River
629,FL,Oil,646,28.87,-81.27,DFO,G E Turner
630,FL,Natural Gas,10864,28.0,-82.66,NG,Higgins
632,CA,Hydro,10112,38.84,-121.09,WAT,Newcastle
634,FL,Natural Gas,7106683,27.86,-82.6,NG,P L Bartow
638,FL,Natural Gas,524217,30.38,-83.18,NG,Suwannee River
641,FL,Coal,2476430,30.57,-87.22,BIT,Crist
642,FL,Coal,26881,30.67,-84.89,BIT,Scholz
643,FL,Natural Gas,4017387,30.27,-85.7,NG,Lansing Smith
649,GA,Nuclear,19341208,33.14,-81.76,NUC,Vogtle
663,FL,Coal,898995,29.76,-82.39,BIT,Deerhaven Generating Station
664,FL,Natural Gas,516881,29.65,-82.32,NG,John R Kelly
666,FL,Natural Gas,27473,30.36,-81.63,NG,J D Kennedy
667,FL,Natural Gas,3787825,30.42,-81.55,NG,Northside Generating Station
673,FL,Natural Gas,5925,26.61,-80.07,NG,Tom G Smith
675,FL,Natural Gas,2589,28.08,-81.92,NG,Larsen Memorial
676,FL,Natural Gas,3478745,28.08,-81.92,NG,C D McIntosh Jr
678,VT,Hydro,905,44.63,-72.53,WAT,W K Sanders
682,CA,Hydro,78030,37.07,-119.56,WAT,Kerckhoff 2
683,FL,Natural Gas,13792,28.49,-80.78,NG,Indian River Plant
688,FL,Natural Gas,1378815,30.45,-84.4,NG,Arvah B Hopkins
689,FL,Natural Gas,1327155,30.16,-84.2,NG,S O Purdom
690,FL,Hydro,228702,30.71,-84.86,WAT,J Woodruff
692,WY,Wind,14703,42.26,-105.92,WND,Medicine Bow
693,FL,Natural Gas,16237,27.63,-80.38,NG,Vero Beach Municipal Power Plant
702,AL,Hydro,356031,32.66,-85.09,WAT,Bartletts Ferry
703,GA,Coal,12851943,34.13,-84.92,BIT,Bowen
706,GA,Hydro,30689,31.6,-84.14,WAT,Flint River
707,AL,Hydro,160449,32.61,-85.08,WAT,Goat Rock
708,GA,Coal,1157290,34.25,-85.35,BIT,Hammond
709,GA,Coal,770932,33.2,-83.3,BIT,Harllee Branch
710,GA,Natural Gas,17848983,33.82,-84.48,NG,Jack McDonough
712,GA,Hydro,79413,33.32,-83.84,WAT,Lloyd Shoals
714,CA,Hydro,1875,39.89,-121.59,WAT,Toadtown
715,GA,Oil,1260,31.21,-81.55,DFO,McManus
717,GA,Hydro,36576,33.97,-84.38,WAT,Morgan Falls
718,GA,Hydro,10806,34.76,-83.5,WAT,Nacoochee
719,GA,Hydro,128251,32.5,-85.0,WAT,North Highlands
720,GA,Hydro,200502,32.52,-85.0,WAT,Oliver Dam
722,GA,Hydro,132825,33.14,-83.2,WAT,Sinclair Dam
723,GA,Hydro,139068,34.73,-83.38,WAT,Tallulah Falls
724,GA,Hydro,38107,34.75,-83.41,WAT,Terrora
725,GA,Hydro,96649,34.71,-83.35,WAT,Tugalo
728,GA,Coal,507531,33.46,-84.9,BIT,Yates
729,GA,Hydro,41734,34.68,-83.34,WAT,Yonah
733,GA,Coal,465883,32.15,-81.15,BIT,Kraft
736,GA,Hydro,64962,33.56,-82.05,WAT,Stevens Creek
752,GA,Hydro,47413,31.85,-83.94,WAT,Lake Blackshear Project
753,GA,Coal,253,31.84,-83.94,BIT,Crisp Plant
754,GA,Hydro,359282,34.36,-82.82,WAT,Hartwell Lake
757,GA,Hydro,29178,36.34,-82.13,WAT,Blue Ridge
758,GA,Hydro,32874,34.96,-84.09,WAT,Nottely
759,GA,Hydro,162098,34.16,-84.08,WAT,Buford
761,GA,Hydro,396783,31.63,-85.06,WAT,Walter F George
765,HI,Oil,2493264,21.36,-158.13,RFO,Kahe
771,HI,Hydro,15764,19.73,-155.09,WAT,Puueo
772,HI,Oil,177449,19.7,-155.06,RFO,W H Hill
774,HI,Oil,5972,21.39,-157.96,RFO,Waiau Hydro
776,CA,Hydro,15034,39.58,-121.12,WAT,Sly Creek
785,NE,Hydro,96895,41.21,-101.67,WAT,Kingsley
788,VT,Hydro,8106,44.33,-72.04,WAT,East Barnet
790,ID,Hydro,117470,43.42,-112.1,WAT,Gem State
805,ME,Hydro,137998,44.1,-70.22,WAT,Charles E Monty
808,NY,Hydro,21000,43.31,-75.11,WAT,Jarvis (Hinckley)
809,ID,Hydro,294308,42.78,-112.88,WAT,American Falls
810,ID,Hydro,311673,42.91,-115.07,WAT,Bliss
811,ID,Hydro,1718844,44.84,-116.9,WAT,Brownlee
812,ID,Hydro,375982,42.94,-115.98,WAT,C J Strike
814,ID,Hydro,15695,42.67,-114.78,WAT,Clear Lake
815,ID,Hydro,97931,42.87,-114.91,WAT,Lower Malad
816,ID,Hydro,207416,42.84,-114.9,WAT,Lower Salmon
818,ID,Hydro,74608,42.6,-114.4,WAT,Shoshone Falls
819,ID,Hydro,110847,43.24,-116.38,WAT,Swan Falls
820,ID,Hydro,52740,42.74,-114.84,WAT,Thousand Springs
822,ID,Hydro,106048,42.77,-114.92,WAT,Upper Salmon A
823,ID,Hydro,56263,42.86,-114.89,WAT,Upper Malad
825,ID,Hydro,29969,44.08,-111.5,WAT,Ashton
827,ID,Hydro,63251,42.54,-111.79,WAT,Grace
829,ID,Hydro,28864,42.27,-111.75,WAT,Oneida
831,ID,Hydro,14474,42.64,-111.7,WAT,Soda
833,ID,Hydro,994875,48.09,-116.06,WAT,Cabinet Gorge
835,ID,Hydro,73223,47.71,-116.95,WAT,Post Falls
839,CA,Hydro,2228,39.27,-120.93,WAT,Scott Flat
840,ID,Hydro,1614911,46.51,-116.3,WAT,Dworshak
841,ID,Hydro,45196,43.49,-112.05,WAT,City Power Plant
844,ID,Hydro,49989,43.55,-112.05,WAT,Upper Power Plant
846,CA,Hydro,1653,39.01,-121.06,WAT,Combie South
851,ID,Hydro,180770,48.18,-117.0,WAT,Albeni Falls
856,IL,Coal,2959878,40.6,-89.66,SUB,E D Edwards
861,IL,Coal,4528904,39.06,-89.4,SUB,Coffeen
862,IL,Natural Gas,97338,37.66,-89.51,NG,Grand Tower Energy Center LLC
869,IL,Nuclear,15188358,41.39,-88.27,NUC,Dresden Generating Station
874,IL,Coal,1265697,41.49,-88.12,SUB,Joliet 9
876,IL,Coal,5057931,39.59,-89.5,SUB,Kincaid Generation LLC
879,IL,Coal,5584776,40.54,-89.68,SUB,Powerton
880,IL,Nuclear,15562151,41.73,-90.31,NUC,Quad Cities Generating Station
883,IL,Coal,1796289,42.38,-87.81,SUB,Waukegan
884,IL,Coal,2794123,41.63,-88.06,SUB,Will County
886,IL,Coal,587,41.85,-87.65,SUB,Fisk Street
887,IL,Coal,4881018,37.21,-88.86,SUB,Joppa Steam
889,IL,Coal,10305807,38.21,-89.85,SUB,Baldwin Energy Complex
891,IL,Coal,1880003,40.28,-90.08,SUB,Havana
