Plant.Id,State,Fuel.Simplified,Net.Gen,Lat,Lon,FuelType,Plant.Name
3265,SC,Nuclear,21939740,34.79,-82.9,NUC,Oconee
3271,SC,Hydro,143069,35.02,-81.01,WAT,Wylie
3272,SC,Hydro,61397,35.03,-81.49,WAT,99 Islands
3275,SC,Hydro,60110,34.78,-81.46,WAT,Lockhart
3281,SC,Natural Gas,448,33.98,-81.04,NG,Coit GT
3283,SC,Hydro,23777,34.0,-81.05,WAT,Columbia Canal Hydro
3285,SC,Natural Gas,26037,32.83,-79.96,NG,Hagood
3287,SC,Coal,939695,34.06,-81.22,BIT,McMeekin
3289,SC,Hydro,17416,34.66,-81.45,WAT,Neal Shoals
3290,SC,Hydro,48948,34.26,-81.33,WAT,Parr Hydro
3291,SC,Natural Gas,2311,34.26,-81.33,NG,Parr GT
3293,SC,Hydro,252783,34.05,-81.22,WAT,Saluda Lexington
3295,SC,Natural Gas,1947078,33.44,-81.91,NG,Urquhart
3297,SC,Coal,3198891,33.83,-80.62,BIT,Wateree
3298,SC,Coal,3735726,33.02,-79.93,BIT,Williams
3305,SC,Hydro,6561,41.58,-73.43,WAT,Rocky River (SC)
3318,SC,Oil,316,32.21,-80.7,DFO,Hilton Head
3319,SC,Coal,221102,33.24,-79.99,BIT,Jefferies
3321,SC,Hydro,15136,33.45,-80.16,WAT,Spillway
3323,SC,Hydro,594760,33.66,-82.2,WAT,J Strom Thurmond
3325,SD,Coal,1888,44.09,-103.26,SUB,Ben French
3338,SD,Oil,7759,45.43,-98.49,DFO,Aberdeen CT
3356,SD,Hydro,2324635,44.45,-100.39,WAT,Oahe
3373,SD,Hydro,1679132,43.07,-98.55,WAT,Fort Randall
3375,SD,Coal,843567,27.79,-82.4,BIT,Big Bend Dam
3393,TN,Coal,3132381,35.07,-90.15,SUB,Allen Steam Plant
3394,TN,Hydro,310461,35.17,-84.3,WAT,Apalachia
3395,TN,Hydro,138638,36.44,-82.44,WAT,Boone Dam
3396,TN,Coal,2487210,36.02,-84.16,BIT,Bull Run
3397,TN,Hydro,371991,36.17,-83.5,WAT,Cherokee Dam
3398,TN,Hydro,801781,35.1,-85.23,WAT,Chickamauga
3400,TN,Hydro,373015,35.96,-83.54,WAT,Douglas Dam
3401,TN,Hydro,118375,36.5,-82.51,WAT,Fort Patrick Henry
3402,TN,Hydro,810553,35.79,-84.24,WAT,Fort Loudoun
3403,TN,Coal,3932506,36.32,-86.4,SUB,Gallatin (TN)
3405,TN,Natural Gas,4769048,36.38,-82.96,NG,John Sevier
3406,TN,Coal,2115257,36.03,-87.99,SUB,Johnsonville
3407,TN,Coal,3857821,35.9,-84.52,BIT,Kingston
3408,TN,Hydro,151872,35.89,-84.3,WAT,Melton Hill
3409,TN,Hydro,617046,35.0,-85.62,WAT,Nickajack
3411,TN,Hydro,517507,36.22,-84.09,WAT,Norris Dam
3412,TN,Hydro,86114,35.09,-84.65,WAT,Ocoee 1
3413,TN,Hydro,101575,35.08,-84.49,WAT,Ocoee 2
3414,TN,Hydro,176642,35.08,-84.48,WAT,Ocoee 3
3415,TN,Hydro,1269680,35.07,-88.25,WAT,Pickwick Landing Dam
3416,TN,Hydro,143775,36.52,-82.09,WAT,South Holston
3417,TN,Hydro,61717,35.2,-86.28,WAT,Tims Ford
3418,TN,Hydro,132025,36.34,-82.13,WAT,Watauga
3420,TN,Hydro,974303,35.62,-84.79,WAT,Watts Bar Hydro
3421,TN,Hydro,5952,34.88,-84.28,WAT,Wilbur
3423,TN,Hydro,372857,36.29,-85.94,WAT,Cordell Hull
3424,TN,Hydro,151321,36.54,-85.45,WAT,Dale Hollow
3426,TN,Hydro,483682,36.3,-86.66,WAT,Old Hickory
3428,TN,Hydro,60797,36.16,-86.62,WAT,J P Priest
3437,TX,Hydro,38121,28.83,-100.55,WAT,Eagle Pass
3439,TX,Natural Gas,88695,27.57,-99.51,NG,Laredo
3441,TX,Natural Gas,1553835,27.82,-97.42,NG,Nueces Bay
3443,TX,Natural Gas,812300,28.79,-97.01,NG,Victoria
3452,TX,Natural Gas,285692,32.84,-96.55,NG,Lake Hubbard
3453,TX,Natural Gas,406251,32.72,-96.94,NG,Mountain Creek
3457,TX,Natural Gas,2227087,30.44,-95.52,NG,Lewis Creek
3459,TX,Natural Gas,5313039,30.02,-93.88,NG,Sabine
3460,TX,Natural Gas,2342859,29.75,-94.93,NG,Cedar Bayou
3464,TX,Natural Gas,94577,29.82,-95.22,NG,Greens Bayou
3469,TX,Natural Gas,782640,29.94,-95.53,NG,T H Wharton
3470,TX,Coal,15808755,29.48,-95.63,SUB,W A Parish
3476,TX,Natural Gas,102487,32.38,-94.64,NG,Knox Lee
3477,TX,Natural Gas,5531,32.92,-94.72,NG,Lone Star
3478,TX,Natural Gas,663790,32.85,-94.55,NG,Wilkes
3482,TX,Natural Gas,1714001,33.52,-101.74,NG,Jones
3484,TX,Natural Gas,419405,35.28,-101.75,NG,Nichols
3485,TX,Natural Gas,778090,34.17,-102.41,NG,Plant X
3490,TX,Natural Gas,193615,33.13,-98.61,NG,Graham
3491,TX,Natural Gas,370974,32.73,-97.22,NG,Handley
3492,TX,Natural Gas,13010,32.34,-100.92,NG,Morgan Creek
3494,TX,Natural Gas,7347,31.58,-102.96,NG,Permian Basin
3497,TX,Coal,7629351,31.82,-96.05,SUB,Big Brown
3504,TX,Natural Gas,173904,31.94,-94.99,NG,Stryker Creek
3548,TX,Natural Gas,602628,30.3,-97.61,NG,Decker Creek
3559,TX,Natural Gas,40083,25.91,-97.52,NG,Silas Ray
3576,TX,Natural Gas,57588,33.07,-96.45,NG,Ray Olinger
3581,TX,Hydro,10238,29.59,-98.04,WAT,Abbott TP 3
3594,TX,Hydro,2617,30.29,-97.78,WAT,Austin
3595,TX,Hydro,1402,41.84,-86.35,WAT,Buchanan Dam (TX)
3597,TX,Hydro,20629,30.56,-98.34,WAT,Granite Shoals
3598,TX,Hydro,1951,30.73,-98.39,WAT,Inks
3599,TX,Hydro,13830,30.56,-98.26,WAT,Marble Falls
3600,TX,Hydro,10011,30.39,-97.91,WAT,Marshall Ford
3601,TX,Natural Gas,278027,30.15,-97.27,NG,Sim Gideon
3602,TX,Natural Gas,60423,33.52,-101.79,NG,Ty Cooke
3604,TX,Natural Gas,30373,33.6,-101.84,NG,J Robert Massengale
3609,TX,Natural Gas,33035,29.35,-98.58,NG,Leon Creek
3611,TX,Natural Gas,517210,29.31,-98.32,NG,O W Sommers
3612,TX,Natural Gas,398486,29.26,-98.38,NG,V H Braunig
3628,TX,Natural Gas,185250,32.66,-98.31,NG,R W Miller
3630,TX,Natural Gas,359914,28.93,-99.09,NG,Pearsall
3643,UT,Hydro,10191,38.27,-112.48,WAT,Upper Beaver
3644,UT,Coal,393866,39.73,-110.86,BIT,Carbon
3646,UT,Hydro,35726,41.83,-112.05,WAT,Cutler Hydro
3648,UT,Natural Gas,123797,40.77,-111.93,NG,Gadsby
3651,UT,Hydro,5516,40.62,-111.78,WAT,Granite
3655,UT,Hydro,6475,40.32,-111.65,WAT,Olmstead
3656,UT,Hydro,9846,41.24,-111.95,WAT,Pioneer
3659,UT,Hydro,3897,40.62,-111.75,WAT,Stairs
3661,UT,Hydro,9926,41.14,-111.88,WAT,Weber
3665,UT,Natural Gas,13185,40.89,-111.89,NG,Bountiful City
3666,UT,Hydro,4052,41.5,-111.99,WAT,Brigham City
3675,UT,Hydro,5000,41.75,-111.75,WAT,Hydro III
3676,UT,Hydro,2713,39.26,-111.62,WAT,Manti Upper
3688,UT,Hydro,892,40.17,-111.5,WAT,Bartholomew
3691,UT,Hydro,4974,40.08,-111.6,WAT,Spanish Fork
3697,UT,Hydro,6404,41.14,-111.83,WAT,Gateway
3698,UT,Hydro,5979,40.79,-111.4,WAT,Wanship
3699,UT,Hydro,22936,37.99,-111.44,WAT,Boulder
3704,UT,Hydro,6272,40.54,-110.07,WAT,Uintah
3709,VT,Hydro,4626,44.47,-71.18,WAT,Smith (VT)
3710,VT,Hydro,3605,43.38,-72.6,WAT,Cavendish
3711,VT,Hydro,13814,44.64,-73.12,WAT,Clark Falls
3712,VT,Hydro,21613,44.65,-73.0,WAT,Fairfax Falls
3714,VT,Hydro,5905,43.64,-72.98,WAT,Glen
3716,VT,Hydro,3298,44.02,-73.18,WAT,Lower Middlebury
3717,VT,Hydro,35422,44.64,-73.11,WAT,Milton
3720,VT,Hydro,24993,44.64,-73.16,WAT,Peterson
3722,VT,Hydro,8359,43.69,-72.96,WAT,Pittsford
3724,VT,Hydro,2017,43.9,-73.1,WAT,Salisbury
3725,VT,Coal,4558,44.03,-92.46,BIT,Silver Lake (VT)
3728,VT,Hydro,10911,44.07,-73.22,WAT,Weybridge
3731,VT,Hydro,16095,44.94,-72.18,WAT,Newport
3734,VT,Oil,579,44.25,-72.6,KER,Berlin 5
3737,VT,Hydro,38779,44.48,-73.12,WAT,Essex Junction 19
3739,VT,Hydro,4876,44.36,-72.34,WAT,Marshfield 6
3740,VT,Hydro,10303,44.29,-72.68,WAT,Middlesex 2
3743,VT,Hydro,2311,44.41,-72.19,WAT,West Danville 15
3745,VT,Hydro,215228,43.14,-72.45,WAT,Bellows Falls
3746,VT,Hydro,64713,42.79,-72.91,WAT,Harriman
3750,VT,Hydro,7179,45.0,-71.53,WAT,Canaan
3753,VT,Hydro,4330,44.89,-72.06,WAT,West Charleston
3762,VT,Hydro,3470,35.81,-85.63,WAT,Great Falls (VT)
3764,VT,Hydro,2857,44.56,-72.6,WAT,Morrisville
3765,VT,Hydro,2667,44.58,-72.61,WAT,Cadys Falls
3772,VA,Natural Gas,37450,35.71,-80.38,NG,Buck Hydro
3773,VA,Hydro,43042,36.79,-80.93,WAT,Byllesby 2
3774,VA,Hydro,229724,37.08,-80.58,WAT,Claytor
3775,VA,Coal,461977,36.93,-82.2,BIT,Clinch River
3776,VA,Coal,67583,37.37,-80.86,BIT,Glen Lyn
3777,VA,Hydro,69804,37.09,-79.4,WAT,Leesville
3780,VA,Hydro,232702,37.04,-79.54,WAT,Smith Mountain
3785,VA,Oil,2432,37.71,-75.7,DFO,Tasley
3789,VA,Hydro,5983,38.68,-78.5,WAT,Luray Hydro Station
3790,VA,Hydro,6404,38.57,-78.59,WAT,Newport Hydro Station
3796,VA,Coal,214579,37.71,-78.29,BIT,Bremo Bluff
3798,VA,Hydro,8900,37.59,-79.38,WAT,Cushaw
3803,VA,Coal,380,36.77,-76.3,BIT,Chesapeake
3804,VA,Natural Gas,3577115,38.54,-77.28,NG,Possum Point
3806,VA,Nuclear,11789726,37.17,-76.7,NUC,Surry
3809,VA,Coal,565307,37.21,-76.46,BIT,Yorktown
3821,VA,Hydro,19492,37.57,-79.37,WAT,Snowden
3825,VA,Hydro,35444,36.67,-80.45,WAT,Pinnacles
3826,VA,Hydro,2491,36.66,-79.88,WAT,Martinsville
3833,VA,Hydro,363987,36.6,-78.3,WAT,John H Kerr
3834,VA,Hydro,25036,36.78,-80.03,WAT,Philpott Lake
3845,WA,Coal,5023377,46.76,-122.86,SUB,Transalta Centralia Generation
3847,WA,Hydro,398837,45.96,-122.55,WAT,Merwin
3850,WA,Hydro,583525,46.06,-122.2,WAT,Swift 1
3852,WA,Hydro,482067,45.96,-122.34,WAT,Yale
3854,WA,Hydro,62832,46.99,-122.17,WAT,Electron
3855,WA,Hydro,308611,48.55,-121.74,WAT,Lower Baker
3861,WA,Hydro,278750,48.65,-121.69,WAT,Upper Baker
3866,WA,Hydro,147602,47.83,-117.92,WAT,Little Falls (WA)
3867,WA,Hydro,394390,47.84,-117.84,WAT,Long Lake
3868,WA,Hydro,7586,48.6,-118.06,WAT,Meyers Falls
3869,WA,Hydro,66890,47.77,-117.54,WAT,Nine Mile
3878,WA,Hydro,69324,46.97,-122.64,WAT,Yelm
3883,WA,Hydro,5948234,47.53,-120.3,WAT,Rocky Reach
3886,WA,Hydro,4305014,47.95,-119.87,WAT,Wells
3887,WA,Hydro,4616724,46.65,-119.91,WAT,Priest Rapids
3888,WA,Hydro,4998580,46.87,-119.97,WAT,Wanapum
3895,OR,Hydro,6388086,45.61,-121.13,WAT,The Dalles
3913,WA,Hydro,191283,46.8,-122.31,WAT,Alder
3914,WA,Hydro,107100,47.42,-123.23,WAT,Cushman 1
3915,WA,Hydro,163813,47.37,-123.16,WAT,Cushman 2
3916,WA,Hydro,318785,46.83,-122.32,WAT,LaGrande
3917,WA,Hydro,621103,46.5,-122.59,WAT,Mayfield
3918,WA,Hydro,1006572,46.53,-122.42,WAT,Mossyrock
3921,WA,Hydro,11462296,48.0,-119.64,WAT,Chief Joseph
3925,WA,Hydro,1439300,46.25,-118.88,WAT,Ice Harbor
3926,WA,Hydro,1709321,46.58,-118.03,WAT,Little Goose
3927,WA,Hydro,1640095,46.56,-118.54,WAT,Lower Monumental
3929,WA,Hydro,87722,46.6,-121.66,WAT,Packwood
3935,WV,Coal,14072154,38.47,-81.82,BIT,John E Amos
3936,WV,Coal,543145,38.21,-81.42,BIT,Kanawha River
3938,WV,Coal,593261,38.97,-81.92,BIT,Philip Sporn
3943,WV,Coal,7296429,39.71,-79.93,BIT,FirstEnergy Fort Martin Power Station
3944,WV,Coal,11269955,39.38,-80.33,BIT,FirstEnergy Harrison Power Station
3947,WV,Coal,263022,39.85,-80.82,BIT,Kammer
3948,WV,Coal,5367819,39.83,-80.82,BIT,Mitchell (WV)
3954,WV,Coal,9846147,39.2,-79.26,BIT,Mt Storm
3971,WI,Hydro,33907,44.43,-89.78,WAT,Biron
3972,WI,Hydro,44645,44.66,-89.65,WAT,Du Bay
3973,WI,Hydro,28049,44.52,-89.59,WAT,Stevens Point
3974,WI,Hydro,52258,44.39,-89.83,WAT,Wisconsin Rapids
3975,WI,Hydro,27413,44.49,-89.58,WAT,Whiting
3982,WI,Biomass,177025,46.59,-90.9,WDS,Bay Front
3983,WI,Hydro,44633,45.49,-91.05,WAT,Big Falls
3984,WI,Natural Gas,499,45.94,-90.45,NG,Northern States Flambeau
3988,WI,Hydro,9835,45.41,-91.22,WAT,Thornapple
3989,WI,Hydro,4620,46.5,-90.9,WAT,White River (WI)
3991,WI,Natural Gas,1984,43.01,-89.46,NG,Fitchburg
3992,WI,Natural Gas,51521,43.08,-89.37,NG,Blount Street
3995,WI,Hydro,6118,45.75,-91.2,WAT,Arpin Dam
4000,WI,Hydro,81468,44.93,-91.39,WAT,Chippewa Falls
4002,WI,Hydro,58664,44.83,-91.51,WAT,Dells
4005,WI,Biomass,63640,43.83,-91.26,WDS,French Island
4007,WI,Hydro,115310,45.22,-91.13,WAT,Holcombe
4008,WI,Hydro,153073,45.05,-91.27,WAT,Jim Falls
4009,WI,Hydro,29644,44.88,-91.93,WAT,Menomonie
4011,WI,Hydro,118255,45.41,-92.65,WAT,St Croix Falls
4012,WI,Hydro,8484,45.95,-91.89,WAT,Trego
4014,WI,Natural Gas,18752,44.89,-91.52,NG,Wheaton
4015,WI,Hydro,169943,44.94,-91.34,WAT,Wissota
4018,WI,Hydro,5636,45.95,-92.54,WAT,Clam River Dam
4019,WI,Hydro,3200,46.0,-92.37,WAT,Danbury Dam
4040,WI,Natural Gas,4747453,43.38,-87.87,NG,Port Washington Generating Station
4041,WI,Coal,5178344,42.85,-87.83,SUB,South Oak Creek
4042,WI,Natural Gas,508574,34.24,-118.39,NG,Valley (WI)
4043,WI,Hydro,14062,44.25,-88.41,WAT,Appleton
4044,WI,Hydro,7691,44.88,-88.15,WAT,Oconto Falls Upper
4045,WI,Hydro,13980,45.83,-88.25,WAT,Pine
4046,WI,Nuclear,10008183,44.28,-87.54,NUC,Point Beach Nuclear Plant
4050,WI,Coal,3896653,43.72,-87.71,SUB,Edgewater
4053,WI,Hydro,50594,43.63,-89.78,WAT,Kilbourn
4054,WI,Coal,1009240,42.72,-91.01,SUB,Nelson Dewey Generating Station
4056,WI,Hydro,133404,43.31,-89.73,WAT,Prairie Du Sac
4057,WI,Natural Gas,7409,42.58,-89.03,NG,Rock River
4059,WI,Natural Gas,717,42.83,-89.11,NG,Sheepskin
4060,WI,Hydro,23609,45.19,-89.76,WAT,Alexander
4061,WI,Hydro,18553,45.36,-88.23,WAT,Caldron Falls
4063,WI,Hydro,97266,45.3,-89.79,WAT,Grandfather Falls
4064,WI,Hydro,7388,45.57,-89.48,WAT,Hat Rapids
4065,WI,Hydro,20149,44.64,-73.75,WAT,High Falls (WI)
4067,WI,Hydro,12742,45.29,-88.16,WAT,Johnson Falls
4068,WI,Hydro,10201,45.18,-89.69,WAT,Merrill
4071,WI,Hydro,5284,45.11,-87.76,WAT,Potato Rapids
4072,WI,Coal,500108,44.54,-88.01,SUB,Pulliam
4074,WI,Hydro,13418,45.23,-88.07,WAT,Sandstone Rapids
4075,WI,Hydro,12355,45.44,-89.73,WAT,Tomahawk
4076,WI,Natural Gas,43012,45.09,-87.69,NG,West Marinette
4077,WI,Hydro,31250,44.96,-89.64,WAT,Wausau
4078,WI,Coal,4413634,44.86,-89.66,SUB,Weston
4079,WI,Hydro,95138,43.87,-89.95,WAT,Castle Rock
4080,WI,Hydro,109043,44.06,-90.02,WAT,Petenwell
4119,WI,Hydro,21694,44.28,-88.26,WAT,Little Chute
4120,WI,Hydro,41291,44.28,-88.27,WAT,New Badger
4122,WI,Hydro,16285,44.32,-88.31,WAT,Rapide Croche
4125,WI,Oil,117322,44.08,-87.66,PC,Manitowoc
4142,WI,Hydro,73107,45.49,-91.05,WAT,Flambeau Hydroelectric Station
4143,WI,Coal,1377015,43.56,-91.23,SUB,Genoa
4146,WI,Biomass,167613,42.71,-90.98,WDS,E J Stoneman Station
4147,WI,Hydro,5978,44.87,-88.16,WAT,Stiles
4158,WY,Coal,5140970,42.84,-105.78,SUB,Dave Johnston
4162,WY,Coal,4899321,41.76,-110.6,SUB,Naughton
4176,WY,Hydro,189039,42.48,-106.8,WAT,Fremont Canyon
4177,WY,Hydro,69950,42.47,-104.96,WAT,Glendo
4178,WY,Hydro,18089,42.29,-104.76,WAT,Guernsey
4180,WY,Hydro,115252,42.17,-106.88,WAT,Kortes
4182,WY,Hydro,125244,42.16,-106.91,WAT,Seminoe
4185,WY,Hydro,67928,42.03,-110.06,WAT,Fontenelle
4195,TX,Natural Gas,19581,33.17,-96.13,NG,Powerlane Plant
4201,WI,Hydro,41325,44.27,-88.3,WAT,Combined Locks
4204,ID,Hydro,14249,44.42,-111.4,WAT,Island Park
4213,OR,Hydro,38341,45.48,-122.08,WAT,PHP 1
4214,OR,Hydro,27142,45.45,-122.15,WAT,PHP 2
4257,MD,Oil,5964,38.8,-76.07,DFO,Easton 2
4258,OH,Hydro,228454,38.65,-82.86,WAT,Greenup Hydro
4259,MI,Coal,214384,42.03,-84.76,BIT,Endicott Station
4263,UT,Hydro,5673,40.96,-111.43,WAT,Echo Dam
4266,TX,Natural Gas,13210,33.2,-97.11,NG,Spencer
4270,LA,Nuclear,8384741,30.0,-90.47,NUC,Waterford 3
4271,WI,Coal,1502812,44.3,-91.91,SUB,John P Madgett
4937,TX,Natural Gas,3401200,30.56,-98.37,NG,Thomas C Ferguson
4939,TX,Natural Gas,1728431,27.61,-97.31,NG,Barney M Davis
4940,OK,Natural Gas,70878,45.02,-93.28,NG,Riverside (OK)
4941,AZ,Coal,13572760,36.9,-111.39,BIT,Navajo
5083,NJ,Coal,106103,36.39,-87.65,BIT,Cumberland (NJ)
6000,MI,Nuclear,15684720,41.98,-86.57,NUC,Donald C Cook
6001,AL,Nuclear,14281688,31.22,-85.11,NUC,Joseph M Farley
6002,AL,Coal,17815891,33.63,-87.06,SUB,James H Miller Jr
6004,WV,Coal,7047532,39.37,-81.29,BIT,FirstEnergy Pleasants Power Station
6006,OH,Hydro,211813,38.92,-81.91,WAT,Racine
6008,AZ,Nuclear,32525595,33.39,-112.86,NUC,Palo Verde
6009,AR,Coal,6223129,34.42,-92.14,SUB,White Bluff
6011,MD,Nuclear,14643325,38.43,-76.44,NUC,Calvert Cliffs Nuclear Power Plant
6012,MA,Hydro,22397,42.73,-72.93,WAT,Sherman
6015,NC,Nuclear,7272177,35.63,-78.96,NUC,Harris
6016,IL,Coal,2129193,40.47,-89.98,SUB,Duck Creek
6017,IL,Coal,4998069,38.94,-88.28,SUB,Newton
6018,KY,Coal,4031692,38.9,-84.85,BIT,East Bend
6019,OH,Coal,5936999,38.87,-84.23,BIT,W H Zimmer
6020,OH,Nuclear,9482845,41.8,-81.14,NUC,Perry
6021,CO,Coal,8020476,40.46,-107.59,SUB,Craig (CO)
6022,IL,Nuclear,19710011,41.24,-88.23,NUC,Braidwood Generation Station
6023,IL,Nuclear,19471413,42.07,-89.28,NUC,Byron Generating Station
6026,IL,Nuclear,18686369,41.25,-88.67,NUC,LaSalle Generating Station
6030,ND,Coal,8834166,47.38,-101.16,LIG,Coal Creek
6031,OH,Coal,3441073,38.69,-83.48,BIT,Killen Station
6034,MI,Coal,7539265,42.78,-82.5,SUB,Belle River
6036,SC,Nuclear,18377461,35.05,-81.07,NUC,Catawba
6038,NC,Nuclear,19536002,35.43,-80.95,NUC,McGuire
6040,PA,Nuclear,14537772,40.62,-80.43,NUC,Beaver Valley
6041,KY,Coal,5568642,38.7,-83.82,BIT,H L Spurlock
6042,FL,Natural Gas,9693781,27.61,-82.35,NG,Manatee
6043,FL,Natural Gas,13013151,27.05,-80.56,NG,Martin
6045,FL,Nuclear,15075264,27.35,-80.25,NUC,St Lucie
6046,FL,Natural Gas,115335,28.9,-81.33,NG,DeBary
6051,GA,Nuclear,14497254,31.93,-82.34,NUC,Edwin I Hatch
6052,GA,Coal,4473870,33.41,-85.03,BIT,Wansley
6055,LA,Coal,7183220,30.73,-91.37,SUB,Big Cajun 2
6056,HI,Oil,100067,20.9,-156.46,RFO,Kahului
6058,MN,Natural Gas,34629,44.03,-92.49,NG,Cascade Creek
6060,CA,Natural Gas,409,33.68,-116.17,NG,Coachella
6061,MS,Coal,245854,31.22,-89.39,BIT,R D Morrow
6063,IA,Natural Gas,8760,42.44,-92.42,NG,Electrifarm
6064,KS,Coal,1211245,39.17,-94.7,SUB,Nearman Creek
6065,MO,Coal,9406012,39.45,-94.98,SUB,Iatan
6068,KS,Coal,11346108,39.29,-96.12,SUB,Jeffrey Energy Center
6071,KY,Coal,9279413,38.58,-85.41,BIT,Trimble County
6072,MS,Nuclear,11714588,32.01,-91.05,NUC,Grand Gulf
6073,MS,Natural Gas,10533658,30.53,-88.56,NG,Victor J Daniel Jr
6074,MO,Natural Gas,29103,43.11,-82.7,NG,Greenwood (MO)
6076,MT,Coal,14844275,45.88,-106.61,SUB,Colstrip
6077,NE,Coal,8797020,41.08,-101.14,SUB,Gerald Gentleman
6081,MA,Natural Gas,216378,42.2,-72.51,NG,Stony Brook
6082,NY,Coal,614883,43.36,-78.6,BIT,Somerset Operating Co LLC
6083,MA,Hydro,19339,42.6,-72.73,WAT,Deerfield 3
6085,IN,Coal,5402818,41.22,-87.03,SUB,R M Schahfer
6086,WI,Hydro,100706,45.16,-91.16,WAT,Cornell
6087,GA,Hydro,103300,33.35,-83.16,WAT,Wallace Dam
6088,AZ,Natural Gas,857,32.4,-111.13,NG,North Loop
6089,MT,Coal,222191,47.68,-104.16,LIG,Lewis & Clark
6090,MN,Coal,12160150,45.38,-93.89,SUB,Sherburne County
6092,SD,Oil,244,42.83,-96.95,DFO,Spirit Mound
6094,PA,Coal,13610817,40.63,-80.42,BIT,FirstEnergy Bruce Mansfield
6095,OK,Coal,5621453,36.45,-97.05,SUB,Sooner
6096,NE,Coal,8681175,40.62,-95.78,SUB,Nebraska City
6098,SD,Coal,1498688,45.3,-96.51,SUB,Big Stone
6099,CA,Nuclear,18505385,35.21,-120.86,NUC,Diablo Canyon
6101,WY,Coal,2563583,44.29,-105.38,SUB,Wyodak
6103,PA,Nuclear,20591260,41.09,-76.15,NUC,TalenEnergy Susquehanna
6105,PA,Nuclear,18931377,40.22,-75.59,NUC,Limerick
6106,OR,Coal,2383346,45.69,-119.81,SUB,Boardman
6110,NY,Nuclear,7382237,43.52,-76.41,NUC,James A Fitzpatrick
6112,CO,Natural Gas,3566523,40.25,-104.87,NG,Fort St Vrain
6113,IN,Coal,14585886,38.37,-87.77,BIT,Gibson
6115,NH,Nuclear,9484204,42.9,-70.85,NUC,Seabrook
6118,NJ,Nuclear,9409357,39.47,-75.54,NUC,PSEG Hope Creek Generating Station
6120,WA,Natural Gas,38733,48.83,-122.69,NG,Whitehorn
6122,NY,Nuclear,4801391,43.28,-77.31,NUC,R E Ginna Nuclear Power Plant
6127,SC,Nuclear,7115397,34.3,-81.32,NUC,V C Summer
6128,TX,Hydro,48499,29.45,-101.06,WAT,Amistad Dam & Power
6130,GA,Hydro,196036,34.61,-84.67,WAT,Carters
6131,AL,Hydro,310377,32.32,-86.78,WAT,Jones Bluff
6132,GA,Hydro,411300,34.03,-82.6,WAT,Richard B Russell
6136,TX,Coal,2184313,30.62,-96.08,SUB,Gibbons Creek
6137,IN,Coal,2491896,37.91,-87.72,BIT,A B Brown
6138,AR,Coal,3041196,36.26,-94.52,SUB,Flint Creek
6139,TX,Coal,6130440,33.06,-94.84,SUB,Welsh
6140,MO,Hydro,119387,39.52,-91.64,WAT,Clarence Cannon
6141,MO,Hydro,342938,38.26,-93.41,WAT,Harry Truman
6142,AR,Hydro,129169,35.47,-93.82,WAT,Ozark
6145,TX,Nuclear,19954124,32.3,-97.79,NUC,Comanche Peak
6146,TX,Coal,9975515,32.26,-94.57,LIG,Martin Lake
6149,OH,Nuclear,7893891,41.6,-83.09,NUC,Davis Besse
6152,TN,Nuclear,16511322,35.23,-85.09,NUC,Sequoyah
6153,MO,Nuclear,10440082,38.76,-91.78,NUC,Callaway
6155,MO,Coal,7465222,38.13,-90.26,SUB,Rush Island
6156,CT,Natural Gas,125034,41.28,-72.9,NG,New Haven Harbor
6158,CA,Hydro,130222,37.95,-120.53,WAT,New Melones
6159,CO,Hydro,133844,38.51,-107.63,WAT,Crystal
6163,WA,Hydro,18878623,47.96,-118.98,WAT,Grand Coulee
6165,UT,Coal,9630419,39.17,-111.03,BIT,Hunter
6168,VA,Nuclear,16274264,38.06,-77.79,NUC,North Anna
6170,WI,Coal,6659324,42.54,-87.9,SUB,Pleasant Prairie
6171,KY,Hydro,87107,36.96,-84.27,WAT,Laurel Dam
6172,MT,Hydro,1757669,48.41,-115.31,WAT,Libby
6174,OR,Hydro,214887,42.67,-122.68,WAT,Lost Creek
6175,WA,Hydro,1698509,46.66,-117.43,WAT,Lower Granite
6177,AZ,Coal,4935387,34.58,-109.27,SUB,Coronado
6178,TX,Coal,3211787,28.71,-97.21,SUB,Coleto Creek
6179,TX,Coal,8727176,29.92,-96.75,SUB,Fayette Power Project
6181,TX,Coal,3197035,29.31,-98.32,SUB,J T Deely
6183,TX,Coal,2169628,28.7,-98.48,LIG,San Miguel
6188,AL,Hydro,157611,33.26,-85.62,WAT,Harris Dam
6190,LA,Coal,5652965,31.4,-92.72,SUB,Brame Energy Center
6193,TX,Coal,5753937,35.3,-101.75,SUB,Harrington
6194,TX,Coal,6488120,34.19,-102.57,SUB,Tolk
6195,MO,Coal,1870562,37.15,-93.39,SUB,John Twitty Energy Center
6196,CA,Hydro,270280,34.69,-118.79,WAT,W E Warne
6200,WA,Hydro,2744540,47.35,-120.09,WAT,Rock Island
6202,WA,Hydro,682792,48.73,-121.07,WAT,Ross
6206,CO,Hydro,1136,37.52,-107.78,WAT,Tacoma
6207,CO,Hydro,8996,37.87,-107.88,WAT,Ames Hydro
6211,CA,Oil,22938,37.8,-122.28,JF,Dynegy Oakland Power Plant
6213,IN,Coal,5178428,39.07,-87.51,BIT,Merom
6223,MO,Natural Gas,93319,37.14,-94.1,NG,Empire Energy Center
